Date,Adj Close,daily_return
2017-01-03,38.63999938964844,
2017-01-04,41.290000915527344,0.06858182111123012
2017-01-05,41.34999847412109,0.0014530771921388297
2017-01-06,42.22999954223633,0.02128176784978586
2017-01-09,43.5,0.030073418695955256
2017-01-10,44.709999084472656,0.027816070907417334
2017-01-11,41.25,-0.07738759014366159
2017-01-12,41.84000015258789,0.014303034002130621
2017-01-13,41.59999847412109,-0.0057361777627039645
2017-01-17,38.220001220703125,-0.0812499369566233
2017-01-18,38.5099983215332,0.0075875743476687685
2017-01-19,39.08000183105469,0.014801442076479265
2017-01-20,38.959999084472656,-0.003070694497426363
2017-01-23,38.15999984741211,-0.020533861803384457
2017-01-24,37.619998931884766,-0.014150967444617635
2017-01-25,37.83000183105469,0.005582214384167283
2017-01-26,37.11000061035156,-0.019032545224781705
2017-01-27,38.09000015258789,0.026407963517062427
2017-01-30,36.880001068115234,-0.031766843781187215
2017-01-31,39.9900016784668,0.08432756291431698
2017-02-01,40.45000076293945,0.011502852342223147
2017-02-02,41.459999084472656,0.024969055685619912
2017-02-03,42.7599983215332,0.0313555056866226
2017-02-06,43.0099983215332,0.005846585823510386
2017-02-07,40.459999084472656,-0.059288522124491094
2017-02-08,40.630001068115234,0.004201729794596654
2017-02-09,44.959999084472656,0.10657144726868895
2017-02-10,45.56999969482422,0.013567629510077728
2017-02-13,45.61000061035156,0.0008777905594739011
2017-02-14,46.11000061035156,0.010962508075181177
2017-02-15,47.09000015258789,0.02125351397233155
2017-02-16,47.02000045776367,-0.0014865086981821207
2017-02-17,48.27999877929688,0.02679707165602907
2017-02-21,46.86000061035156,-0.029411727523784292
2017-02-22,45.95000076293945,-0.019419544079371742
2017-02-23,46.25,0.006528818978878137
2017-02-24,46.619998931884766,0.00799997690561649
2017-02-27,51.310001373291016,0.10060065527368822
2017-02-28,51.63999938964844,0.006431456003218816
2017-03-01,51.29999923706055,-0.006584046409885191
2017-03-02,50.52000045776367,-0.015204654793315897
2017-03-03,51.43999862670898,0.018210573250379447
2017-03-06,50.36000061035156,-0.020995296368391703
2017-03-07,49.93999862670898,-0.008339991631299837
2017-03-08,52.2400016784668,0.04605532869453732
2017-03-09,51.47999954223633,-0.014548279322581625
2017-03-10,50.72999954223633,-0.014568764698311032
2017-03-13,50.47999954223633,-0.004928050507705173
2017-03-14,51.52999877929688,0.02080030203213501
2017-03-15,54.27000045776367,0.05317294281729423
2017-03-16,54.47999954223633,0.003869524280474046
2017-03-17,55.25,0.014133635540263256
2017-03-20,59.709999084472656,0.08072396532982173
2017-03-21,54.209999084472656,-0.09211187547028876
2017-03-22,53.25,-0.017708893205785503
2017-03-23,53.18000030517578,-0.001314548259609749
2017-03-24,52.470001220703125,-0.013350866498651692
2017-03-27,52.31999969482422,-0.0028588054581504263
2017-03-28,52.08000183105469,-0.004587115159965793
2017-03-29,52.83000183105469,0.014400921152671442
2017-03-30,51.25,-0.029907283291554343
2017-03-31,51.25,0.0
2017-04-03,50.43999862670898,-0.01580490484470287
2017-04-04,50.15999984741211,-0.005551125831089965
2017-04-05,47.75,-0.0480462490977549
2017-04-06,47.810001373291016,0.0012565732626390602
2017-04-07,48.5099983215332,0.014641224181876744
2017-04-10,49.25,0.015254621811403357
