Date,Adj Close
2017-01-03,24.610525131225586
2017-01-04,24.62642478942871
2017-01-05,24.531005859375
2017-01-06,24.75364875793457
2017-01-09,24.658233642578125
2017-01-10,24.149322509765625
2017-01-11,24.435583114624023
2017-01-12,24.395824432373047
2017-01-13,24.34016227722168
2017-01-17,24.769556045532227
2017-01-18,24.45943832397461
2017-01-19,24.10161018371582
2017-01-20,23.886919021606445
2017-01-23,23.54499626159668
2017-01-24,23.52113914489746
2017-01-25,23.69607162475586
2017-01-26,23.711977005004883
2017-01-27,23.847150802612305
2017-01-30,23.711977005004883
2017-01-31,24.10956573486328
2017-02-01,23.72788429260254
2017-02-02,23.81534767150879
2017-02-03,24.05680274963379
2017-02-06,24.048755645751953
2017-02-07,24.137285232543945
2017-02-08,24.177528381347656
2017-02-09,24.048755645751953
2017-02-10,24.507516860961914
2017-02-13,24.571903228759766
2017-02-14,24.435081481933594
2017-02-15,24.467275619506836
2017-02-16,24.64434051513672
2017-02-17,24.95823097229004
2017-02-21,25.215778350830078
2017-02-22,24.781164169311523
2017-02-23,25.264070510864258
2017-02-24,26.0125789642334
2017-02-27,25.602102279663086
2017-02-28,26.10110855102539
2017-03-01,25.400894165039062
2017-03-02,25.465280532836914
2017-03-03,25.545757293701172
2017-03-06,25.207735061645508
2017-03-07,25.095054626464844
2017-03-08,25.038715362548828
2017-03-09,25.030664443969727
2017-03-10,25.15944480895996
2017-03-13,25.030664443969727
2017-03-14,24.950180053710938
2017-03-15,25.425039291381836
2017-03-16,25.0548095703125
2017-03-17,25.239925384521484
2017-03-20,24.917987823486328
2017-03-21,25.239925384521484
2017-03-22,25.280170440673828
2017-03-23,25.111148834228516
2017-03-24,25.223833084106445
2017-03-27,25.264070510864258
2017-03-28,25.44113540649414
2017-03-29,25.408946990966797
2017-03-30,25.247970581054688
2017-03-31,25.610153198242188
2017-04-03,25.32040786743164
2017-04-04,25.537717819213867
2017-04-05,25.577960968017578
2017-04-06,25.561861038208008
2017-04-07,25.207735061645508
2017-04-10,25.433088302612305
2017-04-11,25.304309844970703
2017-04-12,25.44113540649414
2017-04-13,25.16748809814453
2017-04-17,25.296266555786133
2017-04-18,25.32845687866211
2017-04-19,24.829458236694336
2017-04-20,24.676532745361328
2017-04-21,24.63629150390625
2017-04-24,24.71677589416504
2017-04-25,24.63629150390625
2017-04-26,24.563854217529297
2017-04-27,24.563854217529297
2017-04-28,24.0970458984375
2017-05-01,23.710721969604492
2017-05-02,23.364635467529297
2017-05-03,23.592823028564453
2017-05-04,23.527626037597656
2017-05-05,23.495025634765625
2017-05-08,23.68246841430664
2017-05-09,23.437984466552734
2017-05-10,23.511327743530273
2017-05-11,23.478729248046875
2017-05-12,23.405380249023438
2017-05-15,23.576522827148438
2017-05-16,23.380937576293945
2017-05-17,23.299440383911133
2017-05-18,22.949012756347656
2017-05-19,23.01420783996582
2017-05-22,23.17719841003418
2017-05-23,23.226099014282227
2017-05-24,23.364635467529297
2017-05-25,23.51947593688965
2017-05-26,23.568370819091797
2017-05-30,23.788408279418945
2017-05-31,23.829158782958984
2017-06-01,23.95140266418457
2017-06-02,24.00029945373535
2017-06-05,23.723215103149414
2017-06-06,23.68246841430664
2017-06-07,23.747665405273438
2017-06-08,23.527626037597656
2017-06-09,23.723215103149414
2017-06-12,24.049196243286133
2017-06-13,23.935104370117188
2017-06-14,24.114395141601562
2017-06-15,24.27738380432129
2017-06-16,24.391477584838867
