Date,Adj Close
2017-01-03,126.7146987915039
2017-01-04,127.81926727294922
2017-01-05,126.5556640625
2017-01-06,127.56300354003906
2017-01-09,129.28614807128906
2017-01-10,128.35829162597656
2017-01-11,129.02102661132812
2017-01-12,128.8708038330078
2017-01-13,128.4378204345703
2017-01-17,128.42897033691406
2017-01-18,129.3037872314453
2017-01-19,128.5438995361328
2017-01-20,129.56005859375
2017-01-23,129.07406616210938
2017-01-24,130.01072692871094
2017-01-25,131.24781799316406
2017-01-26,131.4952392578125
2017-01-27,125.48646545410156
2017-01-30,124.58512115478516
2017-01-31,123.49824523925781
2017-02-01,122.54391479492188
2017-02-02,123.07413482666016
2017-02-03,123.85169982910156
2017-02-06,122.8708724975586
2017-02-07,122.64993286132812
2017-02-08,122.46437072753906
2017-02-09,122.42018127441406
2017-02-10,123.82520294189453
2017-02-13,124.15216827392578
2017-02-14,125.59249877929688
2017-02-15,125.81343078613281
2017-02-16,125.36276245117188
2017-02-17,125.03579711914062
2017-02-21,125.00926971435547
2017-02-22,124.01074981689453
2017-02-23,124.02842712402344
2017-02-24,124.47028350830078
2017-02-27,123.16244506835938
2017-02-28,124.1256332397461
2017-03-01,126.97098541259766
2017-03-02,124.21404266357422
2017-03-03,123.28617095947266
2017-03-06,123.1005859375
2017-03-07,123.39220428466797
2017-03-08,123.321533203125
2017-03-09,122.45556640625
2017-03-10,122.62345123291016
2017-03-13,121.78400421142578
2017-03-14,120.33479309082031
2017-03-15,121.9342041015625
2017-03-16,121.91654205322266
2017-03-17,123.2950210571289
2017-03-20,122.5527572631836
2017-03-21,120.5733871459961
2017-03-22,120.53804779052734
2017-03-23,121.10358428955078
2017-03-24,119.23906707763672
2017-03-27,120.10505676269531
2017-03-28,121.28030395507812
2017-03-29,120.86497497558594
2017-03-30,120.66036224365234
2017-03-31,120.38446807861328
2017-04-03,120.08195495605469
2017-04-04,120.4378662109375
2017-04-05,120.34001922607422
2017-04-06,120.29550170898438
2017-04-07,120.13531494140625
2017-04-10,120.80269622802734
2017-04-11,121.38998413085938
2017-04-12,120.58023834228516
2017-04-13,119.50354766845703
2017-04-17,120.89168548583984
2017-04-18,120.36669921875
2017-04-19,120.09082794189453
2017-04-20,121.81709289550781
2017-04-21,122.17301940917969
2017-04-24,124.36198425292969
2017-04-25,126.11495971679688
2017-04-26,125.98150634765625
2017-04-27,125.55438232421875
2017-04-28,125.02046203613281
2017-05-01,126.3819351196289
2017-05-02,127.70775604248047
2017-05-03,127.9747085571289
2017-05-04,128.8110809326172
2017-05-05,131.0001220703125
2017-05-08,130.08360290527344
2017-05-09,129.2916259765625
2017-05-10,129.24716186523438
2017-05-11,128.01028442382812
2017-05-12,128.19717407226562
2017-05-15,129.0958709716797
2017-05-16,128.44630432128906
2017-05-17,126.86238861083984
2017-05-18,126.98699951171875
2017-05-19,127.33402252197266
2017-05-22,127.52088928222656
