Date,Adj Close
2017-01-03,41.186832427978516
2017-01-04,41.52122497558594
2017-01-05,41.697723388671875
2017-01-06,41.67914962768555
2017-01-09,41.14967727661133
2017-01-10,40.48088073730469
2017-01-11,40.46229934692383
2017-01-12,40.378700256347656
2017-01-13,40.66665267944336
2017-01-17,41.35402297973633
2017-01-18,41.558387756347656
2017-01-19,41.73486328125
2017-01-20,42.310787200927734
2017-01-23,42.292205810546875
2017-01-24,42.812374114990234
2017-01-25,42.94242477416992
2017-01-26,42.8216667175293
2017-01-27,42.11571502685547
2017-01-30,42.08784484863281
2017-01-31,42.004241943359375
2017-02-01,42.0321159362793
2017-02-02,42.292205810546875
2017-02-03,42.55229568481445
2017-02-06,42.2178955078125
2017-02-07,43.90846633911133
2017-02-08,44.428653717041016
2017-02-09,44.651573181152344
2017-02-10,44.80949020385742
2017-02-13,44.9766845703125
2017-02-14,45.078861236572266
2017-02-15,45.32038497924805
2017-02-16,45.628108978271484
2017-02-17,46.34613800048828
2017-02-21,46.2622184753418
2017-02-22,46.336822509765625
2017-02-23,46.271541595458984
2017-02-24,46.187625885009766
2017-02-27,46.2155876159668
2017-02-28,46.47669219970703
2017-03-01,46.84038162231445
2017-03-02,46.80307388305664
2017-03-03,46.48601531982422
2017-03-06,46.31816482543945
2017-03-07,46.206260681152344
2017-03-08,46.16896057128906
2017-03-09,46.28087615966797
2017-03-10,46.653873443603516
2017-03-13,46.48601531982422
2017-03-14,46.39277648925781
2017-03-15,46.79375457763672
2017-03-16,46.72847366333008
2017-03-17,46.719146728515625
2017-03-20,46.80307388305664
2017-03-21,46.942955017089844
2017-03-22,46.88700485229492
2017-03-23,46.942955017089844
2017-03-24,46.831058502197266
2017-03-27,46.88700485229492
2017-03-28,46.86835479736328
2017-03-29,46.66321563720703
2017-03-30,46.653873443603516
2017-03-31,46.50468063354492
2017-04-03,46.5233268737793
2017-04-04,46.39277648925781
2017-04-05,46.224918365478516
2017-04-06,46.402099609375
2017-04-07,46.206260681152344
2017-04-10,46.51399230957031
2017-04-11,46.635223388671875
2017-04-12,46.64455032348633
2017-04-13,46.439395904541016
2017-04-17,46.942955017089844
2017-04-18,47.27865219116211
2017-04-19,47.2320442199707
2017-04-20,46.87767791748047
2017-04-21,46.85902404785156
2017-04-24,46.98958969116211
2017-04-25,46.9056510925293
2017-04-26,46.43006896972656
2017-04-27,46.420745849609375
2017-04-28,46.187625885009766
2017-05-01,45.99177932739258
2017-05-02,45.53487014770508
2017-05-03,45.46025848388672
2017-05-04,47.41853713989258
2017-05-05,47.3532600402832
2017-05-08,47.204063415527344
2017-05-09,46.89632797241211
2017-05-10,47.43718338012695
2017-05-11,47.25068664550781
2017-05-12,46.98859786987305
2017-05-15,47.035396575927734
2017-05-16,46.314659118652344
2017-05-17,46.52994155883789
2017-05-18,46.50186538696289
2017-05-19,46.55802536010742
2017-05-22,46.82011413574219
2017-05-23,47.0915641784668
2017-05-24,47.48469161987305
2017-05-25,47.92463302612305
2017-05-26,47.83102035522461
2017-05-30,48.2335090637207
2017-05-31,48.35519790649414
2017-06-01,48.90745544433594
2017-06-02,49.20698928833008
2017-06-05,49.2537841796875
2017-06-06,49.44098663330078
2017-06-07,49.85284423828125
2017-06-08,49.44098663330078
2017-06-09,49.609474182128906
2017-06-12,49.51587677001953
2017-06-13,49.42226791381836
2017-06-14,49.7779655456543
2017-06-15,50.12428665161133
2017-06-16,49.79668045043945
2017-06-19,50.31149673461914
2017-06-20,50.105567932128906
2017-06-21,49.62820053100586
2017-06-22,49.45970916748047
2017-06-23,49.64691925048828
2017-06-26,49.69371795654297
2017-06-27,49.30994415283203
2017-06-28,49.21634292602539
2017-06-29,48.495609283447266
2017-06-30,48.56112289428711
2017-07-03,48.692169189453125
2017-07-05,48.4675178527832
2017-07-06,48.626644134521484
2017-07-07,48.6734504699707
2017-07-10,48.9636116027832
2017-07-11,48.84193801879883
2017-07-12,48.5798454284668
2017-07-13,48.6734504699707
2017-07-14,49.2537841796875
2017-07-17,49.918365478515625
2017-07-18,50.19917297363281
2017-07-19,49.56266403198242
2017-07-20,49.6001091003418
2017-07-21,49.85284423828125
2017-07-24,49.42226791381836
2017-07-25,49.918365478515625
2017-07-26,50.23661804199219
2017-07-27,50.358299255371094
2017-07-28,49.890281677246094
2017-07-31,49.93708419799805
2017-08-01,49.618831634521484
2017-08-02,49.35674285888672
2017-08-03,48.45816421508789
2017-08-04,47.16644287109375
2017-08-07,47.072837829589844
2017-08-08,46.52058029174805
2017-08-09,46.72650909423828
2017-08-10,46.40825653076172
2017-08-11,46.6243782043457
2017-08-14,46.96263122558594
2017-08-15,46.765323638916016
2017-08-16,47.23513412475586
2017-08-17,46.84047317504883
2017-08-18,47.02840805053711
2017-08-21,47.35728073120117
2017-08-22,47.32909393310547
2017-08-23,47.02840805053711
2017-08-24,46.60558319091797
2017-08-25,46.73713302612305
2017-08-28,46.73713302612305
2017-08-29,46.53041076660156
2017-08-30,46.60558319091797
2017-08-31,47.14116668701172
2017-09-01,47.17874526977539
2017-09-05,47.3478889465332
2017-09-06,46.81229782104492
2017-09-07,46.492828369140625
2017-09-08,46.15455627441406
2017-09-11,46.6243782043457
2017-09-12,46.44584655761719
2017-09-13,46.304901123046875
2017-09-14,46.66196060180664
2017-09-15,47.385475158691406
2017-09-18,47.55461120605469
